order,source,author.ID,name,variant.name,author.name,author.abbrev,standard.name,full.name,geog.author,geog.collector,family,family.obs,full.name1,tdwg.name,last.name,finger.print,family1,obs
6239,rbh,NA,,,,,,,Brazil,NA,Caricaceae,NA,Fernanda Antunes Carvalho,"Carvalho, F.A.",carvalho,aaacfhlorv,Caricaceae,
6240,rbh,NA,,,,,,,Brazil,NA,Bromeliaceae,NA,Leonardo de Melo Versieux,"Versieux, L.M.",versieux,eeilmrsuvx,Bromeliaceae,
6241,rbh,NA,,,,,,,Brazil,NA,Fabaceae,NA,R. Sch¸tz Rodrigues,"Rodrigues, R.S.",rodrigues,degiorrrssu,Fabaceae,
6242,rbh,NA,,,,,,,Brazil,NA,Sapindaceae,NA,R.O. Perdiz,"Perdiz, R.O.",perdiz,deioprrz,Sapindaceae,
6243,rbh,NA,,,,,,,Brazil,NA,Trigoniaceae,NA,Jo„o Rodrigues Miguel,"Miguel, J.R.",miguel,egijlmru,Trigoniaceae,
6244,rbh,NA,,,,,,,Brazil,NA,Cyatheaceae,fern floristics,Mateus Paciencia,"Paciencia, M.",paciencia,aacceiimnp,Pteridophyta,
6245,rbh,NA,,,,,,,Brazil,NA,Dicksoniaceae,fern floristics,Mateus Paciencia,"Paciencia, M.",paciencia,aacceiimnp,Pteridophyta,
6246,rbh,NA,,,,,,,Brazil,NA,Pteridophyta,fern floristics,Mateus Paciencia,"Paciencia, M.",paciencia,aacceiimnp,Pteridophyta,
6247,rbh,NA,,,,,,,Brazil,NA,Solanaceae,NA,Giovana Secretti Vendruscolo,"Vendruscolo, G.S.",vendruscolo,cdeglnoorssuv,Solanaceae,
6248,rbh,NA,,,,,,,Brazil,NA,Araceae,NA,Livia Godinho Temponi,"Temponi, L.G.",temponi,egilmnopt,Araceae,
6249,rbh,NA,,,,,,,Brazil,NA,Asclepiadaceae,NA,Elisabeth Schwartz,"Schwartz, E.",schwartz,acehrstwz,Asclepiadaceae,
6250,rbh,NA,,,,,,,Brazil,NA,Orchidaceae,NA,Eric Smidt,"Smidt, E.",smidt,deimst,Orchidaceae,
6251,rbh,NA,,,,,,,Brazil,NA,Cyperaceae,NA,M·rcio Lacerda,"Lacerda, M.",lacerda,aacdelmr,Cyperaceae,
6252,rbh,NA,,,,,,,Brazil,NA,Bromeliaceae,NA,Cl·udio Coelho de Paula,"Paula, C.C.",paula,aacclpu,Bromeliaceae,
6253,rbh,NA,,,,,,,Brazil,NA,Fabaceae,NA,Fl·via Cristina P. Garcia,"Garcia, F.C.P.",garcia,aaccfgipr,Fabaceae,
6254,rbh,NA,,,,,,,Brazil,NA,Celastraceae,NA,Rita M. de Carvalho-Okano,"Carvalho-Okano, R.M.",carvalho-okano,aaachklmnooorrv,Celastraceae,
6255,rbh,NA,,,,,,,Brazil,NA,Floristics/Generalist (all families),NA,Joao A. A. Meira Neto,"Meira Neto, J.A.A.",meira neto,aaaeeijmnort,Floristica (all families),
6256,rbh,NA,,,,,,,Brazil,NA,Poaceae,Bambusoideae,Ana Paula Santos GonÁalves,"Goncalves, A.P.S.",goncalves,aaceglnopssv,Poaceae (Bambusoideae),
6257,rbh,NA,,,,,,,Brazil,NA,Floristics/Generalist (all families),NA,Andreza Vianna Neri,"Neri, A.V.",neri,aeinrv,Floristica (all families),
6258,rbh,NA,,,,,,,Brazil,NA,Cyatheaceae,NA,Pedro Bond Schwartsburd,"Schwartsburd, P.B.",schwartsburd,abbcdhprrsstuw,Pteridophyta,
6259,rbh,NA,,,,,,,Brazil,NA,Dennstaedtiaceae,NA,Pedro Bond Schwartsburd,"Schwartsburd, P.B.",schwartsburd,abbcdhprrsstuw,Pteridophyta,
6260,rbh,NA,,,,,,,Brazil,NA,Fabaceae,NA,ValquÌria Ferreira Dutra,"Dutra, V.F.",dutra,adfrtuv,Fabaceae,
6261,rbh,NA,,,,,,,Brazil,NA,Primulaceae,NA,Tatiana T. Carrijo,"Carrijo, T.T.",carrijo,acijorrtt,Primulaceae,
6262,rbh,NA,,,,,,,Brazil,NA,Araceae,NA,Luana Calazans,"Calazans, L.",calazans,aaacllnsz,Araceae,
6263,rbh,NA,,,,,,,Brazil,NA,Floristics/Generalist (all families),NA,Oberdan JosÈ Pereira,"Pereira, O.J.",pereira,aeeijoprr,Floristica (all families),
6264,rbh,NA,,,,,,,Brazil,NA,Lecythidaceae,NA,Michel Ribeiro,"Ribeiro, M.",ribeiro,beiimorr,Lecythidaceae,
6265,aspt,NA,,,,,,,China,NA,Cyperaceae,Carex,Xiao-Feng Jin,"Jin, X.",jin,ijnx,Cyperaceae (Carex),
6266,aspt,NA,,,,,,,China,NA,Ericaceae,Rhododendron,Xiao-Feng Jin,"Jin, X.",jin,ijnx,Rhododendron,
6267,aspt,NA,,,,,,,Mexico,NA,Burseraceae,Bursera,Jerzy Rzedowski,"Rzedowski, J.",rzedowski,deijkorswz,Burseraceae (Bursera),
6268,aspt,NA,,,,,,,Taiwan,NA,Gymnosperms,NA,Shu-Miaw Chaw,"Chaw, S.",chaw,achsw,Gymnosperms,
6269,aspt,NA,,,,,,,USA,NA,Cactaceae,NA,Allan D. Zimmerman,"Zimmerman, A.D.",zimmerman,aadeimmmnrz,Cactaceae,
6270,aspt,90731,"Monge, Marcelo","Monge Egea, Marcelo",M.Monge,M.Monge,M. Monge,"Monge, Marcelo",Brazil,NA,Bignoniaceae,NA,Marcelo Monge,"Monge, M.",monge,egmmno,Bignoniaceae,
6271,aspt,90731,"Monge, Marcelo","Monge Egea, Marcelo",M.Monge,M.Monge,M. Monge,"Monge, Marcelo",Brazil,NA,Bignoniaceae,NA,Marcelo Monge,"Monge Egea, M.",egea,aeeeggmmno,Bignoniaceae,
6272,aspt,90731,"Monge, Marcelo","Monge Egea, Marcelo",M.Monge,M.Monge,M. Monge,"Monge, Marcelo",Brazil,NA,Malvaceae,Bombacoideae,Marcelo Monge,"Monge, M.",monge,egmmno,Bombacaceae,
6273,aspt,90731,"Monge, Marcelo","Monge Egea, Marcelo",M.Monge,M.Monge,M. Monge,"Monge, Marcelo",Brazil,NA,Malvaceae,Bombacoideae,Marcelo Monge,"Monge Egea, M.",egea,aeeeggmmno,Bombacaceae,
6274,aspt,90731,"Monge, Marcelo","Monge Egea, Marcelo",M.Monge,M.Monge,M. Monge,"Monge, Marcelo",Brazil,NA,Cactaceae,NA,Marcelo Monge,"Monge, M.",monge,egmmno,Cactaceae,
6275,aspt,90731,"Monge, Marcelo","Monge Egea, Marcelo",M.Monge,M.Monge,M. Monge,"Monge, Marcelo",Brazil,NA,Cactaceae,NA,Marcelo Monge,"Monge Egea, M.",egea,aeeeggmmno,Cactaceae,
6276,aspt,90731,"Monge, Marcelo","Monge Egea, Marcelo",M.Monge,M.Monge,M. Monge,"Monge, Marcelo",Brazil,NA,Lecythidaceae,NA,Marcelo Monge,"Monge, M.",monge,egmmno,Lecythidaceae,
6277,aspt,90731,"Monge, Marcelo","Monge Egea, Marcelo",M.Monge,M.Monge,M. Monge,"Monge, Marcelo",Brazil,NA,Lecythidaceae,NA,Marcelo Monge,"Monge Egea, M.",egea,aeeeggmmno,Lecythidaceae,
6278,aspt,NA,,,,,,,USA,NA,,NA,Jesse Adams,"Adams, J.",adams,aadjms,Vascular plant systematics.,
6279,aspt,NA,,,,,,,USA,NA,Pteridophyta,NA,Nipuni Sirimalwatta,"Sirimalwatta, N.",sirimalwatta,aaaiilmnrsttw,Pteridophyta,
6280,aspt,NA,,,,,,,USA,NA,Cyperaceae,"Cyperus, Eleocharis",Richard Carter,"Carter, R.",carter,acerrrt,Cyperaceae (Cyperus and Eleocharis),
6281,aspt,NA,,,,,,,Brazil,NA,,NA,Bruno Amorim,"Amorim, B.",amorim,abimmor,"Systematics, Taxonomy, Phylogeny, Evolution",
6282,aspt,NA,,,,,,,United Kingdom,NA,,NA,Sven Buerki,"Buerki, S.",buerki,beikrsu,"Biogeography, Systematics, genomics",
6283,aspt,NA,,,,,,,Viet Nam,NA,Pteridophyta,NA,Ngan Lu,"Ngan, L.",ngan,aglnn,Pteridophyta,
6284,aspt,NA,,,,,,,Nigeria,NA,,NA,Akeem Kadiri,"Kadiri, A.",kadiri,aadiikr,Plant Systematics,
6285,aspt,NA,,,,,,,Venezuela,NA,,NA,Jose Grande Allende,"Allende, J.G.",allende,adeegjlln,"Taxonomy, Nomenclature and Systematics",
6286,aspt,NA,,,,,,,USA,NA,Boraginaceae,NA,David Giblin,"Giblin, D.",giblin,bdgiiln,Boraginaceae,
6287,aspt,NA,,,,,,,USA,NA,Floristics/Generalist (all families),NA,Garrett Billings,"Billings, G.",billings,bggiillns,Floristics,
6288,aspt,NA,,,,,,,Mexico,NA,,NA,Rosario Redonda-Martinez,"Redonda-Martinez, R.",redonda-martinez,aaddeeimnnorrrtz,"Taxonomy, Morphology, Systematics",
6289,aspt,NA,,,,,,,Brazil,NA,Marantaceae,NA,Edlley Pessoa,"Pessoa, E.",pessoa,aeeopss,Marantaceae,
6290,aspt,NA,,,,,,,Brazil,NA,Orchidaceae,NA,Edlley Pessoa,"Pessoa, E.",pessoa,aeeopss,Orchidaceae,
6291,aspt,NA,,,,,,,Mexico,NA,Lamiaceae,NA,Itzi Fragoso,"Fragoso, I.",fragoso,afgioors,Lamiaceae,
6292,aspt,NA,,,,,,,USA,NA,,NA,Diana Gamba,"Gamba, D.",gamba,aabdgm,"Botany, Andean plants, Evolutionary Ecology, Plant Speciation, Population Genetics.",
6293,aspt,NA,,,,,,,Argentina,NA,Fabaceae,NA,Matias Morales,"Morales, M.",morales,aelmmors,Legumes,
6294,aspt,NA,,,,,,,Germany,NA,Ericaceae,NA,Edgardo M. Ortiz,"Ortiz, E.M.",ortiz,eimortz,Ericaceae,
6295,aspt,NA,,,,,,,Mexico,NA,Lamiaceae,NA,Jesus Gonzalez-Gallegos,"Gonzalez-Gallegos, J.",gonzalez-gallegos,aaeegggjlllnooszz,Lamiaceae,
6296,aspt,NA,,,,,,,USA,NA,,NA,Sterling A Herron,"Herron, S.A.",herron,aehnorrs,"perennial herbaceous legumes, ethnobotany, field botany, sustainable agriculture, perennial agriculture, biomimicry",
6297,aspt,NA,,,,,,,USA,NA,Cactaceae,NA,Michelle Cloud-Hughes,"Cloud-Hughes, M.",cloud-hughes,cdeghhlmosuu,Cactaceae,
6298,aspt,NA,,,,,,,USA,NA,,NA,Jennifer Mandel,"Mandel, J.",mandel,adejlmn,"phylogenetics, systematics, ecology, population genetics, genomics",
6299,aspt,NA,,,,,,,USA,NA,,NA,Andre Naranjo,"Naranjo, A.",naranjo,aaajnnor,"Phylogenetics, Systematics, Conservation",
6300,aspt,NA,,,,,,,Argentina,NA,Oxalidaceae,Oxalis,Alicia Lopez,"Lopez, A.",lopez,aelopz,Oxalis,
6301,aspt,NA,,,,,,,USA,NA,,NA,Elyssa Garza,"Garza, E.",garza,aaegrz,"Plant Genetics, bioinformatics, molecular biology, plant taxonomy",
6302,aspt,NA,,,,,,,USA,NA,,NA,Ramhari Thapa,"Thapa, R.",thapa,aahprt,"Plant Systematics, Evolution and Phylogenetics",
6303,aspt,NA,,,,,,,USA,NA,Pteridophyta,NA,Ariana Eily,"Eily, A.",eily,aeily,Pteridophyta,
6304,aspt,NA,,,,,,,USA,NA,,NA,Amanda Chapman,"Chapman, A.",chapman,aaachmnp,Flora of Atlantic Coastal Plain & Southern Appalachia,
6305,aspt,NA,,,,,,,USA,NA,Monocots,NA,Shenyi Wang,"Wang, S.",wang,agnsw,"Phylogeography, Floristics, Monocots,",
6306,aspt,NA,,,,,,,USA,NA,,NA,Robert Edwards,"Edwards, R.",edwards,adderrsw,"systematics, speciation, biogeography, convergent evolution",
6307,aspt,NA,,,,,,,USA,NA,Costaceae,NA,David Skinner,"Skinner, D.",skinner,deiknnrs,Costaceae,
6308,aspt,NA,,,,,,,USA,NA,Polygonaceae,Eriogonoideae,Asseneth Eileen Berbeo,"Berbeo, A.E.",berbeo,abbeeeor,"Eriogonoideae, Phlogenetics, Systematics, Morphology, Anatomy",
6309,aspt,NA,,,,,,,Argentina,NA,Poaceae,NA,Andrea Susana Vega,"Vega, A.S.",vega,aaegsv,Poaceae,
6310,aspt,NA,,,,,,,Mexico,NA,Cactaceae,NA,Rolando T. Barcenas,"Barcenas, R.T.",barcenas,aabcenrrst,Cactaceae,
6311,aspt,29275,"Hern†ndez Sandoval, Luis","Hernandez-Sandoval, Luis",L. Hernandez,L. Hern.,L. Hern†ndez S.,"Hern†ndez Sandoval, Luis",Mexico,Mexico,Asparagaceae,NA,Luis Hern·ndez Sandoval,"Hernandez-Sandoval, L.",hernandez-sandoval,aaaddeehllnnnorsvz,Asparagales,
6312,aspt,NA,,,,,,,USA,NA,,NA,Isaac Lichter Marck,"Marck, I.L.",marck,aciklmr,"Plant systematics, evolution, and ecology",
6313,aspt,NA,,,,,,,USA,NA,,NA,Bina Sitepu,"Sitepu, B.",sitepu,beipstu,"Systematic, Ecology, and Plant Conservation.",
6314,aspt,NA,,,,,,,USA,NA,Orchidaceae,NA,Antonio Toscano De Brito,"Brito, A.T.",brito,abiortt,Orchidaceae,
6315,aspt,NA,,,,,,,Brazil,NA,Malvaceae,NA,Massimo G. Bovini,"Bovini, M.G.",bovini,bgiimnov,Taxonomy and floristics,
6316,aspt,NA,,,,,,,Brazil,NA,Erythroxylaceae,NA,Maria Iracema Bezerra Loiola,"Loiola, M.I.B.",loiola,abiillmoo,Plant taxonomy,
6317,aspt,NA,,,,,,,USA,NA,,NA,Jacqueline Rodriguez,"Rodriguez, J.",rodriguez,degijorruz,"Botany, Ethnobotany, Medicinal plants, IPM",
6318,aspt,NA,,,,,,,South Africa,NA,Apocynaceae,NA,Lize Joubert,"Joubert, L.",joubert,bejlortu,Apocynaceae,
6319,aspt,NA,,,,,,,South Africa,NA,Scrophulariaceae,NA,Lize Joubert,"Joubert, L.",joubert,bejlortu,Scrophulariaceae,
6320,aspt,NA,,,,,,,Brazil,NA,,NA,Diober Lucas,"Lucas, D.",lucas,acdlsu,"Taxonomy, New taxon, Systematics",
6321,aspt,NA,,,,,,,China,NA,,NA,Ying Liu,"Liu, Y.",liu,iluy,Plant taxonomy and systematics,
6322,aspt,NA,,,,,,,USA,NA,Asteraceae,NA,Jason Baker,"Baker, J.",baker,abejkr,Asteraceae,
6323,aspt,NA,,,,,,,USA,NA,Cactaceae,NA,Jason Baker,"Baker, J.",baker,abejkr,Cactaceae,
6324,aspt,NA,,,,,,,USA,NA,Rutaceae,NA,Jason Baker,"Baker, J.",baker,abejkr,Rutaceae,
6325,aspt,NA,,,,,,,India,NA,,NA,Kuljinder Kaur,"Kaur, K.",kaur,akkru,Plant Taxonomy and Ethnobotany,
6326,aspt,38592,"Neill, David A.",David A. Neill,D. A. Neill,D. A. Neill,D. A. Neill,"Neill, David A.",Ecuador; USA,NA,Magnoliaceae,Magnolia,David A. Neill,"Neill, D.A.",neill,adeilln,"Leguminosae, Magnolia, Schefflera, flora of Ecuador, Peru, Andes, Amazon",
6327,aspt,38592,"Neill, David A.",David A. Neill,D. A. Neill,D. A. Neill,D. A. Neill,"Neill, David A.",Ecuador; USA,NA,Araliaceae,Schefflera,David A. Neill,"Neill, D.A.",neill,adeilln,"Leguminosae, Magnolia, Schefflera, flora of Ecuador, Peru, Andes, Amazon",
6328,aspt,NA,,,,,,,USA,NA,Asteraceae,NA,Neil Uelman,"Uelman, N.",uelman,aelmnnu,Asteraceae,
6329,aspt,NA,,,,,,,USA,NA,,NA,Miao Sun,"Sun, M.",sun,mnsu,"taxonomy, phylogeny, diversification, evolution, bioinformatics",
6330,aspt,NA,,,,,,,Brazil,NA,Fabaceae,Mimosa,Fernanda Schmidt Silveira,"Silveira, F.S.",silveira,aefiilrssv,Fabaceae (Mimosa),
6331,aspt,NA,,,,,,,Mexico,NA,Fabaceae,NA,Oscar Dorado,"Dorado, O.",dorado,addooor,"botany, systematics, evolution",
6332,aspt,NA,,,,,,,USA,NA,Orchidaceae,NA,Kelsey Huisman,"Huisman, K.",huisman,ahikmnsu,Orchidaceae,
6333,aspt,NA,,,,,,,USA,NA,Pteridophyta,NA,Paul Wolf,"Wolf, P.",wolf,flopw,Pteridophyta,
6334,aspt,NA,,,,,,,Brazil,NA,Convolvulaceae,NA,Ana Rita Simoes,"Simoes, A.R.",simoes,aeimorss,Convolvulaceae,
6335,aspt,NA,,,,,,,USA,NA,Crossosomataceae,Glossopetalon,Maya Allen,"Allen, M.",allen,aellmn,Glossopetalon,
6336,aspt,NA,,,,,,,USA,NA,,NA,Elizabeth Stunz,"Stunz, E.",stunz,enstuz,"Plant systematics, landscape genetics, phylogeography",
6337,aspt,NA,,,,,,,USA,NA,,NA,Lindsey Riibe,"Riibe, L.",riibe,beiilr,"systematics, phylogenetics, biogeography, reticulate evolution, conservation",
6338,aspt,NA,,,,,,,China,NA,,NA,Tiangang Gao,"Gao, T.",gao,agot,"Plant taxonomy, systematics and evolution",
6339,aspt,NA,,,,,,,USA,NA,Plantaginaceae,Penstemon,Jason Stettler,"Stettler, J.",stettler,eejlrsttt,Phylogenetics and evolution of North American genus Penstemon.,
6340,aspt,NA,,,,,,,USA,NA,,NA,Samuel Mccauley,"Mccauley, S.",mccauley,accelmsuy,"Phylogenetics, systematics, phylogenetic comparative methods, sexual traits, biogeography",
6341,aspt,NA,,,,,,,USA,NA,Asteraceae,NA,Mesfin Tadesse,"Tadesse, M.",tadesse,adeemsst,Asteraceae,
6342,aspt,NA,,,,,,,Taiwan,NA,Pteridophyta,NA,Yao-Moan Huang,"Huang, Y.",huang,aghnuy,Pteridophyta,
6343,aspt,NA,,,,,,,USA,NA,Malvaceae,Malveae,Aliya Donnell Davenport,"Davenport, A.D.",davenport,aaddenoprtv,Malveae,
6344,aspt,NA,,,,,,,United Kingdom,NA,Solanaceae,NA,AndrÈs Orejuela,"Orejuela, A.",orejuela,aaeejloru,Solanaceae,
6345,aspt,NA,,,,,,,USA,NA,Anacampserotaceae,NA,Abigail J. Moore,"Moore, A.J.",moore,aejmoor,Anacampserotaceae,
6346,aspt,NA,,,,,,,USA,NA,Asteraceae,NA,Abigail J. Moore,"Moore, A.J.",moore,aejmoor,Asteraceae,
6347,aspt,NA,,,,,,,USA,NA,Caryophyllaceae,NA,Abigail J. Moore,"Moore, A.J.",moore,aejmoor,Caryophyllaceae,
6348,aspt,NA,,,,,,,USA,NA,Piperaceae,Piper,Allan Bornstein,"Bornstein, A.",bornstein,abeinnorst,Neotropical Piper (Piperaceae).,
6349,aspt,NA,,,,,,,USA,NA,Linaceae,Hesperolinon,Adam Schneider,"Schneider, A.",schneider,acdeehinrs,Linaceae (Hesperolinon),
6350,aspt,NA,,,,,,,USA,NA,Orobanchaceae,Aphyllon,Adam Schneider,"Schneider, A.",schneider,acdeehinrs,Orobanchaceae (Aphyllon),
6351,aspt,NA,,,,,,,USA,NA,Viscaceae,Arceuthobium,Adam Schneider,"Schneider, A.",schneider,acdeehinrs,Viscaceae (Arceuthobium),
6352,aspt,NA,,,,,,,USA,NA,,NA,Alexa Dinicola,"Dinicola, A.",dinicola,aacdiilno,"Potentilla breweri complex, Great Basin biogeography, morphometrics",
6353,aspt,NA,,,,,,,Brazil,NA,Iridaceae,NA,Adriano SilvÈrio,"Silverio, A.",silverio,aeiilorsv,Iridaceae,
6354,aspt,NA,,,,,,,Brazil,NA,Passifloraceae,NA,Adriano SilvÈrio,"Silverio, A.",silverio,aeiilorsv,Passifloraceae,
6355,aspt,NA,,,,,,,Spain,NA,Geraniaceae,NA,Carlos Aedo,"Aedo, C.",aedo,acdeo,Geraniaceae,
6356,aspt,NA,,,,,,,USA,NA,,NA,Amy Faivre,"Faivre, A.",faivre,aaefirv,"Plant reproductive biology,  endangered plant species.",
6357,aspt,NA,,,,,,,USA,USA,Floristics/Generalist (all families),NA,Alison Colwell,"Colwell, A.",colwell,acelllow,Floristica (USA),
6358,aspt,NA,,,,,,,USA,NA,,NA,Anthony Melton,"Melton, A.",melton,aelmnot,"Molecular systematics, niche evolution",
6359,aspt,NA,,,,,,,USA,NA,,NA,Alan Franck,"Franck, A.",franck,aacfknr,"Florida, West Indies",
6360,aspt,NA,,,,,,,USA,NA,,NA,Angela Hawkins,"Hawkins, A.",hawkins,aahiknsw,"Molecular genetics, systematics, serpentine soil, parasitic plants.",
6361,aspt,NA,,,,,,,USA,NA,Cyperaceae,Carex,Andrew Hipp,"Hipp, A.",hipp,ahipp,Cyperaceae (Carex),
6362,aspt,NA,,,,,,,USA,NA,Fagaceae,Quercus,Andrew Hipp,"Hipp, A.",hipp,ahipp,Fagaceae (Quercus),
6363,aspt,NA,,,,,,,Australia,NA,Loranthaceae,NA,Ainsley Calladine,"Calladine, A.",calladine,aaacdeilln,Loranthaceae,
6364,aspt,NA,,,,,,,India,NA,,NA,Ajith Ashokan,"Ashokan, A.",ashokan,aaahknos,"ANGIOSPERM TAXONOMY, BIOGEOGRAPHY, NATURAL HISTORY",
6365,aspt,NA,,,,,,,Malaysia,Malaysia,Orchidaceae,NA,Mohd Akmal Mohd Raffi,"Raffi, M.A.M.",raffi,aaffimmr,Orchidaceae (Malaysia),
6366,aspt,NA,,,,,,,USA,NA,,NA,Ann K. Sakai,"Sakai, A.K.",sakai,aaaikks,"Reproductive ecology, conservation biology",
6367,aspt,NA,,,,,,,USA,NA,,NA,Mohannad Al-Saghir,"Al-Saghir, M.",al-saghir,aaghilmrs,Molecular systematics & plant evolution.,
6368,aspt,38382,"Meerow, Alan W.","Meerow, Alan W. et alia",Meerow,Meerow,A. W. Meerow,"Meerow, Alan W.",USA,NA,Alstroemeriaceae,NA,Alan W. Meerow,"Meerow, A.W.",meerow,aeemorww,Alstroemeriaceae,
6369,aspt,38382,"Meerow, Alan W.","Meerow, Alan W. et alia",Meerow,Meerow,A. W. Meerow,"Meerow, Alan W.",USA,NA,Arecaceae,NA,Alan W. Meerow,"Meerow, A.W.",meerow,aeemorww,Arecaceae,
6370,aspt,38382,"Meerow, Alan W.","Meerow, Alan W. et alia",Meerow,Meerow,A. W. Meerow,"Meerow, Alan W.",USA,NA,Cycadaceae,NA,Alan W. Meerow,"Meerow, A.W.",meerow,aeemorww,Cycads,
6371,aspt,20134,"Prather, L. Alan",Alan Prather,Prather,Prather,L. A. Prather,"Prather, L. Alan",Mexico; USA,Mexico; USA,Lamiaceae,NA,L. Alan Prather,"Prather, A.",prather,aaehprrt,Lamiaceae,
6372,aspt,NA,,,,,,,Ecuador,NA,Polygalaceae,NA,Alina Freire Fierro,"Freire-Fierro, A.",freire-fierro,aeeeffiiorrrr,Polygalaceae,
6373,aspt,NA,,,,,,,USA,NA,,NA,Andrew Pais,"Pais, A.",pais,aaips,Systematics and Population Genetics,
6374,aspt,NA,,,,,,,Colombia,NA,,NA,Alvaro Idarraga,"Idarraga, A.",idarraga,aaaadgirr,"Plant systematics, taxonomy, flora of Colombia.",
6375,aspt,NA,,,,,,,USA,NA,Acanthaceae,NA,Amanda Fisher,"Fisher, A.",fisher,aefhirs,Acanthaceae,
6376,aspt,NA,,,,,,,USA,NA,Poaceae,NA,Amanda Fisher,"Fisher, A.",fisher,aefhirs,Poaceae,
6377,aspt,NA,,,,,,,USA,NA,Proteaceae,NA,Austin R. Mast,"Mast, A.R.",mast,aamrst,Proteaceae,
6378,aspt,NA,,,,,,,South Africa,NA,,NA,Annah Moteetee,"Moteetee, A.",moteetee,aeeeemott,"Taxonomy, systematics, ethnobotany.",
6379,aspt,NA,,,,,,,USA,NA,,NA,Amy Litt,"Litt, A.",litt,ailtt,Plant evolution and diversity,
6380,aspt,NA,,,,,,,Mexico,NA,Pteridophyta,NA,Ana Gabriela Martinez Becerril,"Becerril, A.G.M.",becerril,abceegilmrr,Pteridophyta,
6381,aspt,NA,,,,,,,USA,NA,Campanulaceae,"Downingia, Lobelioideae",Andrew Gardner,"Gardner, A.",gardner,aadegnrr,Downingia,
6382,aspt,NA,,,,,,,USA,NA,Goodeniaceae,NA,Andrew Gardner,"Gardner, A.",gardner,aadegnrr,Goodeniaceae,
6383,aspt,NA,,,,,,,USA,NA,Oxalidaceae,Oxalis,Andrew Gardner,"Gardner, A.",gardner,aadegnrr,Oxalis,
6384,aspt,NA,,,,,,,USA,NA,Solanaceae,Solanum,Angela Mcdonnell,"Mcdonnell, A.",mcdonnell,acdellmnno,Phylogeny & evolution of New World milkweed vines and population genomics of Australium Solanum,
6385,aspt,NA,,,,,,,Canada,NA,Fabaceae,NA,Anne Bruneau,"Bruneau, A.",bruneau,aabenruu,Fabaceae,
6386,aspt,NA,,,,,,,Brazil,NA,,NA,Annelise Fraz„o,"Frazao, A.",frazao,aaaforz,"Systematic, Evolution, Biogeography, Phylogeny",
6387,aspt,NA,,,,,,,USA,NA,,NA,Ann Pinzl,"Pinzl, A.",pinzl,ailnpz,"Collections, Nevada flora.",
6388,aspt,NA,,,,,,,Guatemala,NA,Orchidaceae,NA,Fredy Archila Morales,"Morales, F.A.",morales,aaeflmors,Orchidaceae of Guatemala.,
6389,aspt,NA,,,,,,,USA,NA,,NA,Rafael Arevalo,"Arevalo, R.",arevalo,aaelorrv,"Systematics, evolution, tropical biology.",
6390,aspt,NA,,,,,,,USA,NA,Thelypteridaceae,Thelypteris,Alan R. Smith,"Smith, A.R.",smith,ahimrst,Pteridophyta (Thelypteris),
6391,aspt,68880,"Salywon, Andrew M.",Andrew M. Salywon,Salywon,Salywon,A. M. Salywon,"Salywon, Andrew M.",USA,NA,Agavaceae,NA,Andrew M. Salywon,"Salywon, A.M.",salywon,aalmnoswy,Agavaceae,
6392,aspt,68880,"Salywon, Andrew M.",Andrew M. Salywon,Salywon,Salywon,A. M. Salywon,"Salywon, Andrew M.",USA,NA,Cactaceae,NA,Andrew M. Salywon,"Salywon, A.M.",salywon,aalmnoswy,Cactaceae,
6393,aspt,NA,,,,,,,Panama,NA,Lardizabalaceae,NA,Alberto Sidney Taylor,"Taylor, A.S.",taylor,aalorsty,Lardizabalaceae,
6394,aspt,NA,,,,,,,USA,NA,Bromeliaceae,Hechtia,Andy Siekkinen,"Siekkinen, A.",siekkinen,aeeiikknns,Bromeliaceae (Hechtia),
6395,aspt,NA,,,,,,,USA,NA,,NA,Arnold Tiehm,"Tiehm, A.",tiehm,aehimt,"Great Basin flora, botanical history of Western United States.",
6396,aspt,NA,,,,,,,USA,NA,Pteridophyta,NA,Arthur V. Gilman,"Gilman, A.V.",gilman,aagilmnv,Pteridophyta,
6397,aspt,5828,"Cusick, Allison W.",Allison W. Cusick,Cusick,Cusick,A. W. Cusick,"Cusick, Allison W.",USA,NA,Poaceae,NA,Allison W. Cusick,"Cusick, A.W.",cusick,acciksuw,Poaceae,
6398,aspt,NA,,,,,,,USA,NA,Burseraceae,NA,Andrea Weeks,"Weeks, A.",weeks,aeeksw,Burseraceae,
6399,aspt,NA,,,,,,,USA,NA,Gentianaceae,NA,Barbara Whitlock,"Whitlock, B.",whitlock,bchiklotw,Gentianaceae,
6400,aspt,NA,,,,,,,USA,NA,Malvaceae,NA,Barbara Whitlock,"Whitlock, B.",whitlock,bchiklotw,Malvaceae,
6401,aspt,NA,,,,,,,USA,NA,Theaceae,NA,Barbara Whitlock,"Whitlock, B.",whitlock,bchiklotw,Theaceae.,
6402,aspt,NA,,,,,,,USA,NA,Violaceae,NA,Harvey E. Ballard Junior,"Ballard Junior, H.E.",ballard junior,aabdehijllnorru,Violaceae,
6403,aspt,NA,,,,,,,USA,NA,Cyperaceae,NA,Barney L. Lipscomb,"Lipscomb, B.L.",lipscomb,bbcillmops,Cyperaceae,
6404,aspt,NA,,,,,,,USA,NA,,retired,David Martin,"Martin, D.",martin,adimnrt,(retired),
