order,status,source,loc,loc.correct,latitude.gazetteer,longitude.gazetteer,resolution.gazetteer,priority
31761,ok,splink_jabot,brazil_santa catarina_sao francisco sul_ilha grande,brazil_santa catarina_sao francisco sul_ilha grande,-26.267273,-48.708233,localidade,5
31971,ok,splink_jabot,brazil_santa catarina_sao francisco sul_ilha rita,brazil_santa catarina_sao francisco sul_ilha rita,-26.250817,-48.708051,localidade,5
32149,ok,splink_jabot,brazil_santa catarina_sao francisco sul_parque estadual acarai,brazil_santa catarina_sao francisco sul_parque estadual acarai,-26.269968,-48.530492,localidade,5
20936,ok,splink_jabot,brazil_santa catarina_spmbrio,brazil_santa catarina_sombrio,-29.06997316,-49.65577852,county,5
32177,ok,splink_jabot,brazil_sao paulo_aguas santa barbara_estado ecologico santa barbara,brazil_sao paulo_aguas santa barbara_eec santa barbara,-22.834037,-49.234707,localidade,5
20989,ok,splink_jabot,brazil_sao paulo_agudo,brazil_sao paulo_agudos,-22.57139205,-49.10872901,county,5
20995,ok,splink_jabot,brazil_sao paulo_alanbari,brazil_sao paulo_alambari,-23.54858644,-47.86909731,county,5
32185,ok,splink_jabot,brazil_sao paulo_altinopolis_morro forno,brazil_sao paulo_altinopolis_morro forno,-21.097283,-47.335966,localidade,5
21005,ok,splink_jabot,brazil_sao paulo_alvilandia,brazil_sao paulo_alvinlandia,-22.45203969,-49.75857645,county,5
21010,ok,splink_jabot,brazil_sao paulo_americo brailiense,brazil_sao paulo_americo brasiliense,-21.72175519,-48.03227094,county,5
21011,ok,splink_jabot,brazil_sao paulo_americo brasiliensi,brazil_sao paulo_americo brasiliense,-21.72175519,-48.03227094,county,5
31725,ok,splink_jabot,brazil_sao paulo_angatuba_estacao ecologica angatuba,brazil_sao paulo_angatuba_estacao ecologica angatuba,-23.410524,-48.363259,localidade,5
20976,ok,splink_jabot,brazil_sao paulo                    s_angatuba,brazil_sao paulo_angatuba,-23.43652785,-48.459291,county,5
21421,ok,splink_jabot,brazil_sao paulo_municipio angatuba,brazil_sao paulo_angatuba,-23.43652785,-48.459291,county,5
21020,ok,splink_jabot,brazil_sao paulo_aparecida dx oeste,brazil_sao paulo_aparecida oeste,-20.47878565,-50.92162296,county,5
21021,ok,splink_jabot,brazil_sao paulo_aparecida norte,brazil_sao paulo_aparecida,-22.91401551,-45.23712495,county,5
21027,ok,splink_jabot,brazil_sao paulo_araminas,brazil_sao paulo_aramina,-20.1446372,-47.82042101,county,5
21028,ok,splink_jabot,brazil_sao paulo_araraguara,brazil_sao paulo_araraquara,-21.79072857,-48.18132787,county,5
21030,ok,splink_jabot,brazil_sao paulo_arararquara,brazil_sao paulo_araraquara,-21.79072857,-48.18132787,county,5
21035,ok,splink_jabot,brazil_sao paulo_arenopolis,brazil_sao paulo_areiopolis,-22.63143092,-48.65261769,county,5
32117,ok,splink_jabot,brazil_sao paulo_assis_estacao ecologica assis,brazil_sao paulo_assis_eec assis,-22.595556,-50.378056,localidade|sublocalidade,5
31781,ok,splink_jabot,brazil_sao paulo_atibaia_fazenda grota funda,brazil_sao paulo_atibaia_pm grota funda,-23.179415,-46.531134,localidade,5
21040,ok,splink_jabot,brazil_sao paulo_bady bassit,brazil_sao paulo_bady bassitt,-20.93108884,-49.43780694,county,5
31756,ok,splink_jabot,brazil_sao paulo_bananal_estacao ecologica bananal,brazil_sao paulo_bananal_eec bananal,-22.806676,-44.36611,localidade,5
21047,ok,splink_jabot,brazil_sao paulo_barao geraldo,brazil_sao paulo_campinas,-22.88389513,-47.04412246,county,5
33433,ok,splink_jabot,brazil_sao paulo_barra turvo_parque estadual jacupiranga,brazil_sao paulo_barra turvo_parque estadual jacupiranga,-24.930747,-48.416615,localidade,5
21055,ok,splink_jabot,brazil_sao paulo_barretos (g7),brazil_sao paulo_barretos,-20.51381251,-48.65206215,county,5
21056,ok,splink_jabot,brazil_sao paulo_barretos (p7),brazil_sao paulo_barretos,-20.51381251,-48.65206215,county,5
21059,ok,splink_jabot,brazil_sao paulo_batataes,brazil_sao paulo_batatais,-20.8673393,-47.574699270000004,county,5
32338,ok,splink_jabot,brazil_sao paulo_bauru_jardim botanico,brazil_sao paulo_bauru_jardim botanico bauru,-22.342047,-49.015578,localidade,5
32005,ok,splink_jabot,brazil_sao paulo_bauru_jardim botanico municipal,brazil_sao paulo_bauru_jardim botanico municipal bauru,-22.343709,-49.014262,localidade,5
21422,ok,splink_jabot,brazil_sao paulo_municipio bauru,brazil_sao paulo_bauru,-22.25370412,-49.12646842,county,5
21062,ok,splink_jabot,brazil_sao paulo_bebedouro (g8),brazil_sao paulo_bebedouro,-20.94043728,-48.51039771,county,5
21069,ok,splink_jabot,brazil_sao paulo_birintiba mirim,brazil_sao paulo_biritiba mirim,-23.62417827,-46.02157691,county,5
31573,ok,splink_jabot,brazil_sao paulo_biritiba mirim_estacao biologica boraceia,brazil_sao paulo_salesopolis_estacao biologica boraceia,-23.655006,-45.883951,localidade,5
21074,ok,splink_jabot,brazil_sao paulo_bititiba mirim,brazil_sao paulo_biritiba mirim,-23.62417827,-46.02157691,county,5
32025,ok,splink_jabot,brazil_sao paulo_bofete_fazenda santa terezinha,brazil_sao paulo_bofete_fazenda santa terezinha (eucatex),-23.047222,-48.191389,localidade,5
21085,ok,splink_jabot,brazil_sao paulo_bonsucesso itarare,brazil_sao paulo_bom sucesso itarare,-24.31572042,-49.16423447,county,5
32222,ok,splink_jabot,brazil_sao paulo_botucatu_distrito rubiao junior,brazil_sao paulo_botucatu_rubiao junior,-22.896067,-48.493295,distrito|vila,5
31917,ok,splink_jabot,brazil_sao paulo_botucatu_parque ecologico pavuna,brazil_sao paulo_botucatu_parque ecologico pavuna,-22.837659,-48.509988,localidade,5
32071,ok,splink_jabot,brazil_sao paulo_buri_estacao experimental instituto florestal,brazil_sao paulo_buri_estacao experimental instituto florestal,-23.682212,-48.542207,localidade,5
21101,ok,splink_jabot,brazil_sao paulo_butucatu,brazil_sao paulo_botucatu,-22.86266727,-48.46836983,county,5
21105,ok,splink_jabot,brazil_sao paulo_caeiras,brazil_sao paulo_caieiras,-23.37625726,-46.74483156,county,5
21106,ok,splink_jabot,brazil_sao paulo_caieras,brazil_sao paulo_caieiras,-23.37625726,-46.74483156,county,5
32219,ok,splink_jabot,brazil_sao paulo_campinas_bosque alemaes,brazil_sao paulo_campinas_bosque alemaes (praca joao lech junior),-22.890186,-47.068542,localidade,5
31666,ok,splink_jabot,brazil_sao paulo_campinas_fazenda santa genebra,brazil_sao paulo_campinas_rm santa genebra,-22.829167,-47.109167,localidade,5
31987,ok,splink_jabot,brazil_sao paulo_campinas_mata santa genebra,brazil_sao paulo_campinas_rm santa genebra,-22.829167,-47.109167,localidade,5
31659,ok,splink_jabot,brazil_sao paulo_campinas_reserva municipal santa genebra,brazil_sao paulo_campinas_rm santa genebra,-22.829167,-47.109167,localidade,5
21122,ok,splink_jabot,brazil_sao paulo_campo jordao,brazil_sao paulo_campos jordao,-22.70151972,-45.53304923,county,5
21127,ok,splink_jabot,brazil_sao paulo_campos jodao,brazil_sao paulo_campos jordao,-22.70151972,-45.53304923,county,5
31620,ok,splink_jabot,brazil_sao paulo_campos jordao_parque estadual campos jordao,brazil_sao paulo_campos jordao_pe campos jordao,-22.691958,-45.46331,localidade,5
31741,ok,splink_jabot,brazil_sao paulo_campos jordao_parque estadual,brazil_sao paulo_campos jordao_pe campos jordao,-22.691958,-45.46331,localidade,5
21129,ok,splink_jabot,brazil_sao paulo_camppos jordao,brazil_sao paulo_campos jordao,-22.70151972,-45.53304923,county,5
31540,ok,splink_jabot,brazil_sao paulo_cananeia_ilha cardoso,brazil_sao paulo_cananeia_pe ilha cardoso,-25.081975,-47.92687,localidade,5
31544,ok,splink_jabot,brazil_sao paulo_cananeia_parque estadual ilha cardoso,brazil_sao paulo_cananeia_pe ilha cardoso,-25.081975,-47.92687,localidade,5
33686,ok,splink_jabot,brazil_sao paulo_cananeia_parque estadual jacupiranga,brazil_sao paulo_cananeia_parque estadual jacupiranga,-24.977463,-48.14911,localidade,5
21133,ok,splink_jabot,brazil_sao paulo_cananeia`,brazil_sao paulo_cananeia,-25.024888,-47.952513,county,5
21137,ok,splink_jabot,brazil_sao paulo_capital,brazil_sao paulo_sao paulo,-23.65041685,-46.64802516,county,5
31658,ok,splink_jabot,brazil_sao paulo_caraguatatuba_parque estadual serra mar,brazil_sao paulo_caraguatatuba_parque estadual serra mar,-23.590656,-45.428311,localidade,5
21138,ok,splink_jabot,brazil_sao paulo_caraguatatuva,brazil_sao paulo_caraguatatuba,-23.64003513,-45.48831769,county,5
21155,ok,splink_jabot,brazil_sao paulo_charqueda,brazil_sao paulo_charqueada,-22.52970413,-47.74655108,county,5
21164,ok,splink_jabot,brazil_sao paulo_corumbataicorumbataicorumbatai,brazil_sao paulo_corumbatai,-22.2359135,-47.61081529,county,5
21165,ok,splink_jabot,brazil_sao paulo_corumbati,brazil_sao paulo_corumbatai,-22.2359135,-47.61081529,county,5
21166,ok,splink_jabot,brazil_sao paulo_cristais paulistas,brazil_sao paulo_cristais paulista,-20.37077375,-47.40075677,county,5
21168,ok,splink_jabot,brazil_sao paulo_crumbatai,brazil_sao paulo_corumbatai,-22.2359135,-47.61081529,county,5
31608,ok,splink_jabot,brazil_sao paulo_cunha_parque estadual serra mar,brazil_sao paulo_cunha_pe serra mar (nucleo cunha),-23.236327,-45.025577,localidade,5
31689,ok,splink_jabot,brazil_sao paulo_cunha_serra mar   nucleo cunha,brazil_sao paulo_cunha_pe serra mar (nucleo cunha),-23.236327,-45.025577,localidade,5
32698,ok,splink_jabot,brazil_sao paulo_eldorado_caverna diabo,brazil_sao paulo_eldorado_pe caverna diabo,-24.6374,-48.402934,localidade,5
31627,ok,splink_jabot,brazil_sao paulo_eldorado_parque estadual jacupiranga,brazil_sao paulo_eldorado_parque estadual jacupiranga,-24.627344,-48.398324,localidade,5
21188,ok,splink_jabot,brazil_sao paulo_est. ecol. boraceia,brazil_sao paulo_salesopolis_estacao biologica boraceia,-23.655006,-45.883951,localidade,5
21200,ok,splink_jabot,brazil_sao paulo_estrela dx oeste,brazil_sao paulo_estrela oeste,-20.26562359,-50.41129964,county,5
21201,ok,splink_jabot,brazil_sao paulo_euclides cunha,brazil_sao paulo_euclides cunha paulista,-22.51914581,-52.58944184,county,5
21204,ok,splink_jabot,brazil_sao paulo_fazenda santa elisa no instituto agronomico campinas,brazil_sao paulo_campinas,-22.88389513,-47.04412246,county,5
32200,ok,splink_jabot,brazil_sao paulo_franco rocha_parque estadual juquery,brazil_sao paulo_franco rocha_parque estadual juquery,-23.348245,-46.691991,localidade,5
31882,ok,splink_jabot,brazil_sao paulo_galia_estacao ecologica caetetus,brazil_sao paulo_galia_eec caetetus,-22.413951,-49.685434,localidade,5
21210,ok,splink_jabot,brazil_sao paulo_gallia,brazil_sao paulo_galia,-22.31982553,-49.57741765,county,5
21217,ok,splink_jabot,brazil_sao paulo_guaratinguera,brazil_sao paulo_guaratingueta,-22.786383,-45.206179,county,5
31938,ok,splink_jabot,brazil_sao paulo_guaruja_serra guararu,brazil_sao paulo_guaruja_guararu,-23.889851,-46.158741,localidade,5
21221,ok,splink_jabot,brazil_sao paulo_guarulhus,brazil_sao paulo_guarulhos,-23.40223932,-46.45462761,county,5
21237,ok,splink_jabot,brazil_sao paulo_ibiuma,brazil_sao paulo_ibiuna,-23.80233648,-47.21529629,county,5
21242,ok,splink_jabot,brazil_sao paulo_iguaep,brazil_sao paulo_iguape,-24.54595667,-47.47318778,county,5
31545,ok,splink_jabot,brazil_sao paulo_iguape_estacao ecologica jureia itatins,brazil_sao paulo_iguape_eec jureia itatins,-24.416667,-47.25,localidade,5
32066,ok,splink_jabot,brazil_sao paulo_iguape_reserva ecologica jureia itatins,brazil_sao paulo_iguape_eec jureia itatins,-24.416667,-47.25,localidade,5
21243,ok,splink_jabot,brazil_sao paulo_iguape (ariri),brazil_sao paulo_iguape,-24.54595667,-47.47318778,county,5
21244,ok,splink_jabot,brazil_sao paulo_ihabela,brazil_sao paulo_ilhabela,-23.85166951,-45.32677547,county,5
21245,ok,splink_jabot,brazil_sao paulo_iiha comprida,brazil_sao paulo_ilha comprida,-24.86188204,-47.71978317,county,5
21247,ok,splink_jabot,brazil_sao paulo_ilha bela,brazil_sao paulo_ilhabela,-23.85166951,-45.32677547,county,5
21250,ok,splink_jabot,brazil_sao paulo_ilha cardoso,brazil_sao paulo_cananeia_ilha cordoso,-25.133547,-47.961661,localidade,5
21253,ok,splink_jabot,brazil_sao paulo_ilha cordoso,brazil_sao paulo_cananeia_ilha cordoso,-25.133547,-47.961661,localidade,5
21256,ok,splink_jabot,brazil_sao paulo_ilha solteria,brazil_sao paulo_ilha solteira,-20.43078379,-51.25724371,county,5
21258,ok,splink_jabot,brazil_sao paulo_ilhabella,brazil_sao paulo_ilhabela,-23.85166951,-45.32677547,county,5
21259,ok,splink_jabot,brazil_sao paulo_ilhao cardoso,brazil_sao paulo_cananeia_ilha cordoso,-25.133547,-47.961661,localidade,5
21264,ok,splink_jabot,brazil_sao paulo_inubia,brazil_sao paulo_inubia paulista,-21.73896953,-50.95739804,county,5
32021,ok,splink_jabot,brazil_sao paulo_ipero_floresta nacional ipanema,brazil_sao paulo_ipero_flona ipanema,-23.432599,-47.623588,localidade|sublocalidade,5
21428,ok,splink_jabot,brazil_sao paulo_municipio ipeuna,brazil_sao paulo_ipeuna,-22.42356738,-47.71576341,county,5
31943,ok,splink_jabot,brazil_sao paulo_iporanga_parque estadual turistico alto ribeira,brazil_sao paulo_iporanga_pe turistico alto ribeira,-24.528611,-48.685833,localidade,5
21272,ok,splink_jabot,brazil_sao paulo_iracemopolis,brazil_sao paulo_iracemapolis,-22.59269935,-47.52405463,county,5
31936,ok,splink_jabot,brazil_sao paulo_itabera_estacao ecologica,brazil_sao paulo_itabera_estacao ecologica itabera,-23.850302,-49.142377,localidade,5
31977,ok,splink_jabot,brazil_sao paulo_itabera_estacao ecologica itabera,brazil_sao paulo_itabera_estacao ecologica itabera,-23.850302,-49.142377,localidade,5
21279,ok,splink_jabot,brazil_sao paulo_itaitba,brazil_sao paulo_itatiba,-23.00625005,-46.81414653,county,5
21286,ok,splink_jabot,brazil_sao paulo_itanhem,brazil_sao paulo_itanhaem,-24.09121087,-46.8346865,county,5
21288,ok,splink_jabot,brazil_sao paulo_itapecerica,brazil_sao paulo_itapecerica serra,-23.73709532,-46.85878355,county,5
21289,ok,splink_jabot,brazil_sao paulo_itapecirica,brazil_sao paulo_itapecerica serra,-23.73709532,-46.85878355,county,5
21290,ok,splink_jabot,brazil_sao paulo_itapecirica serra,brazil_sao paulo_itapecerica serra,-23.73709532,-46.85878355,county,5
31786,ok,splink_jabot,brazil_sao paulo_itapetininga_estacao experimental,brazil_sao paulo_itapetininga_estacao experimental itapetininga,-23.69656,-48.031784,localidade,5
31642,ok,splink_jabot,brazil_sao paulo_itapeva_estacao ecologica,brazil_sao paulo_itapeva_estacao ecologica itapeva,-24.077226,-49.075679,localidade,5
31857,ok,splink_jabot,brazil_sao paulo_itapeva_estacao ecologica itapeva,brazil_sao paulo_itapeva_estacao ecologica itapeva,-24.077226,-49.075679,localidade,5
31594,ok,splink_jabot,brazil_sao paulo_itapeva_estacao experimental,brazil_sao paulo_itapeva_estacao experimental itapeva,-24.057826,-49.071492,localidade,5
21300,ok,splink_jabot,brazil_sao paulo_itarapina,brazil_sao paulo_itirapina,-22.29434051,-47.8340504,county,5
21302,ok,splink_jabot,brazil_sao paulo_itaripina,brazil_sao paulo_itirapina,-22.29434051,-47.8340504,county,5
21307,ok,splink_jabot,brazil_sao paulo_itiparina,brazil_sao paulo_itirapina,-22.29434051,-47.8340504,county,5
21308,ok,splink_jabot,brazil_sao paulo_itirapira,brazil_sao paulo_itirapina,-22.29434051,-47.8340504,county,5
21313,ok,splink_jabot,brazil_sao paulo_ituveraba,brazil_sao paulo_ituverava,-20.32992114,-47.80810502,county,5
21317,ok,splink_jabot,brazil_sao paulo_jabotical,brazil_sao paulo_jaboticabal,-21.21833569,-48.28793628,county,5
33743,ok,splink_jabot,brazil_sao paulo_jacupiranga_parque estadual jacupiranga,brazil_sao paulo_jacupiranga_parque estadual jacupiranga,-24.901224,-48.196817,localidade,5
21321,ok,splink_jabot,brazil_sao paulo_jahu,brazil_sao paulo_jau,-22.29530287,-48.555745,county,5
21331,ok,splink_jabot,brazil_sao paulo_jucupiranga,brazil_sao paulo_jacupiranga,-24.77622878,-48.05358583,county,5
21336,ok,splink_jabot,brazil_sao paulo_jundiahy,brazil_sao paulo_jundiai,-23.19469617,-46.91286083,county,5
31952,ok,splink_jabot,brazil_sao paulo_jundiai_iac,brazil_sao paulo_jundiai_estacao experimental iac,-23.107057,-46.932022,localidade,5
31969,ok,splink_jabot,brazil_sao paulo_jundiai_reserva biologica municipal serra japi,brazil_sao paulo_jundiai_reserva biologica municipal serra japi,-23.233509,-46.938966,localidade,5
20975,ok,splink_jabot,brazil_sao paula_jundai,brazil_sao paulo_jundiai,-23.19469617,-46.91286083,county,5
21349,ok,splink_jabot,brazil_sao paulo_lencois paluista,brazil_sao paulo_lencois paulista,-22.67462468,-48.82519711,county,5
21350,ok,splink_jabot,brazil_sao paulo_lencois paulistas,brazil_sao paulo_lencois paulista,-22.67462468,-48.82519711,county,5
21351,ok,splink_jabot,brazil_sao paulo_limerira,brazil_sao paulo_limeira,-22.59826787,-47.36337488,county,5
21352,ok,splink_jabot,brazil_sao paulo_lindoya,brazil_sao paulo_lindoia,-22.51293496,-46.65465418,county,5
21358,ok,splink_jabot,brazil_sao paulo_luiz antonio,brazil_sao paulo_luis antonio,-21.55237545,-47.78198383,county,5
21360,ok,splink_jabot,brazil_sao paulo_macaubal (p2),brazil_sao paulo_macaubal,-20.83766401,-49.97482483,county,5
21361,ok,splink_jabot,brazil_sao paulo_mairapora,brazil_sao paulo_mairipora,-23.3173791,-46.56126261,county,5
31817,ok,splink_jabot,brazil_sao paulo_mairipora_parque estadual cantareira,brazil_sao paulo_mairipora_pe cantareira,-23.417031,-46.637861,localidade|sublocalidade,5
21362,ok,splink_jabot,brazil_sao paulo_mairipora condominio recanto hortencias,brazil_sao paulo_mairipora,-23.3173791,-46.56126261,county,5
21364,ok,splink_jabot,brazil_sao paulo_mamparra,brazil_sao paulo_sete barras_mamparra,-24.231718,-47.930868,localidade,5
21371,ok,splink_jabot,brazil_sao paulo_marinque,brazil_sao paulo_mairinque,-23.50739338,-47.22967347,county,5
21372,ok,splink_jabot,brazil_sao paulo_maripora,brazil_sao paulo_mairipora,-23.3173791,-46.56126261,county,5
21378,ok,splink_jabot,brazil_sao paulo_matao (g9),brazil_sao paulo_matao,-21.60998676,-48.43061821,county,5
21382,ok,splink_jabot,brazil_sao paulo_migi guacu,brazil_sao paulo_mogi guacu,-22.23151266,-47.02913769,county,5
21386,ok,splink_jabot,brazil_sao paulo_mirandopoilis,brazil_sao paulo_mirandopolis,-21.080929480000002,-51.13090587,county,5
21388,ok,splink_jabot,brazil_sao paulo_mirasol,brazil_sao paulo_mirassol,-20.82751902,-49.50436813,county,5
21389,ok,splink_jabot,brazil_sao paulo_mirasolandia,brazil_sao paulo_mirassolandia,-20.59406509,-49.48690267,county,5
21390,ok,splink_jabot,brazil_sao paulo_mogi  guacu,brazil_sao paulo_mogi guacu,-22.23151266,-47.02913769,county,5
21391,ok,splink_jabot,brazil_sao paulo_mogi  mirim,brazil_sao paulo_mogi mirim,-22.45067412,-46.98847138,county,5
31546,ok,splink_jabot,brazil_sao paulo_mogi guacu_fazenda campininha,brazil_sao paulo_mogi guacu_eec mogi guacu,-22.294202,-47.155015,localidade|sublocalidade,5
31672,ok,splink_jabot,brazil_sao paulo_mogi guacu_reserva biologica fazenda campininha,brazil_sao paulo_mogi guacu_eec mogi guacu,-22.294202,-47.155015,localidade|sublocalidade,5
21396,ok,splink_jabot,brazil_sao paulo_mogidas cruzes,brazil_sao paulo_mogi cruzes,-23.56921402,-46.18619521,county,5
21397,ok,splink_jabot,brazil_sao paulo_mogiguacu,brazil_sao paulo_mogi guacu,-22.23151266,-47.02913769,county,5
21398,ok,splink_jabot,brazil_sao paulo_mogimirim,brazil_sao paulo_mogi mirim,-22.45067412,-46.98847138,county,5
21399,ok,splink_jabot,brazil_sao paulo_mogy cruzes,brazil_sao paulo_mogi cruzes,-23.56921402,-46.18619521,county,5
21400,ok,splink_jabot,brazil_sao paulo_mogy mirim,brazil_sao paulo_mogi mirim,-22.45067412,-46.98847138,county,5
21401,ok,splink_jabot,brazil_sao paulo_moji cruzes,brazil_sao paulo_mogi cruzes,-23.56921402,-46.18619521,county,5
21402,ok,splink_jabot,brazil_sao paulo_moji cuacu,brazil_sao paulo_mogi guacu,-22.23151266,-47.02913769,county,5
21403,ok,splink_jabot,brazil_sao paulo_moji guacu,brazil_sao paulo_mogi guacu,-22.23151266,-47.02913769,county,5
21404,ok,splink_jabot,brazil_sao paulo_moji guassu,brazil_sao paulo_mogi guacu,-22.23151266,-47.02913769,county,5
21405,ok,splink_jabot,brazil_sao paulo_moji mirim,brazil_sao paulo_mogi mirim,-22.45067412,-46.98847138,county,5
21406,ok,splink_jabot,brazil_sao paulo_mojiguacu,brazil_sao paulo_mogi guacu,-22.23151266,-47.02913769,county,5
21407,ok,splink_jabot,brazil_sao paulo_monguaga,brazil_sao paulo_mongagua,-24.06962075,-46.66754475,county,5
21408,ok,splink_jabot,brazil_sao paulo_monguagua,brazil_sao paulo_mongagua,-24.06962075,-46.66754475,county,5
21410,ok,splink_jabot,brazil_sao paulo_monte alegra sul,brazil_sao paulo_monte alegre sul,-22.70419894,-46.66752492,county,5
21426,ok,splink_jabot,brazil_sao paulo_municipio galia,brazil_sao paulo_galia,-22.31982553,-49.57741765,county,5
21434,ok,splink_jabot,brazil_sao paulo_natividade sera,brazil_sao paulo_natividade serra,-23.41481223,-45.38156277,county,5
21435,ok,splink_jabot,brazil_sao paulo_nazareth paulista,brazil_sao paulo_nazare paulista,-23.19131303,-46.36638664,county,5
21436,ok,splink_jabot,brazil_sao paulo_nova aliaca,brazil_sao paulo_nova alianca,-21.06207287,-49.5160126,county,5
21439,ok,splink_jabot,brazil_sao paulo_nova granada (g6),brazil_sao paulo_nova granada,-20.47594931,-49.33121837,county,5
21441,ok,splink_jabot,brazil_sao paulo_novo horizonte (g1),brazil_sao paulo_novo horizonte,-21.4688418,-49.28376202,county,5
21446,ok,splink_jabot,brazil_sao paulo_oriundiuva,brazil_sao paulo_orindiuva,-20.20190839,-49.35604685,county,5
21447,ok,splink_jabot,brazil_sao paulo_oswaldo cruz,brazil_sao paulo_osvaldo cruz,-21.73247558,-50.87359489,county,5
21458,ok,splink_jabot,brazil_sao paulo_palestina (p5),brazil_sao paulo_palestina,-20.32112962,-49.49817306,county,5
21459,ok,splink_jabot,brazil_sao paulo_palestina (p6),brazil_sao paulo_palestina,-20.32112962,-49.49817306,county,5
21466,ok,splink_jabot,brazil_sao paulo_paqriquera acu,brazil_sao paulo_pariquera acu,-24.67825289,-47.85009149,county,5
21470,ok,splink_jabot,brazil_sao paulo_paraguacu,brazil_sao paulo_paraguacu paulista,-22.45877408,-50.62659579,county,5
32159,ok,splink_jabot,brazil_sao paulo_paranapanema_estacao ecologica,brazil_sao paulo_paranapanema_estacao ecologica paranapanema,-23.516349,-48.761479,localidade,5
31654,ok,splink_jabot,brazil_sao paulo_paranapanema_estacao ecologica paranapanema,brazil_sao paulo_paranapanema_estacao ecologica paranapanema,-23.516349,-48.761479,localidade,5
21481,ok,splink_jabot,brazil_sao paulo_pariqueira acu,brazil_sao paulo_pariquera acu,-24.67825289,-47.85009149,county,5
21482,ok,splink_jabot,brazil_sao paulo_pariquera,brazil_sao paulo_pariquera acu,-24.67825289,-47.85009149,county,5
21483,ok,splink_jabot,brazil_sao paulo_pariquera   acu,brazil_sao paulo_pariquera acu,-24.67825289,-47.85009149,county,5
21484,ok,splink_jabot,brazil_sao paulo_pariquera  acu,brazil_sao paulo_pariquera acu,-24.67825289,-47.85009149,county,5
31675,ok,splink_jabot,brazil_sao paulo_pariquera acu_estacao experimental iac,brazil_sao paulo_pariquera acu_estacao experimental instituto agronomico,-24.60370551,-47.87948315,localidade,5
31691,ok,splink_jabot,brazil_sao paulo_pariquera acu_iac,brazil_sao paulo_pariquera acu_estacao experimental instituto agronomico,-24.60370551,-47.87948315,localidade,5
32115,ok,splink_jabot,brazil_sao paulo_pariquera acu_parque estadual pariquera abaixo,brazil_sao paulo_pariquera acu_pe campina encantado,-24.63858,-47.780572,localidade|sublocalidade,5
31751,ok,splink_jabot,brazil_sao paulo_pariquera acu_propriedade antonio povinski,brazil_sao paulo_pariquera acu_antonio povinske,-24.690352,-47.874753,localidade,5
21488,ok,splink_jabot,brazil_sao paulo_pariqueracu,brazil_sao paulo_pariquera acu,-24.67825289,-47.85009149,county,5
21504,ok,splink_jabot,brazil_sao paulo_patrocicio paulista,brazil_sao paulo_patrocinio paulista,-20.70451095,-47.28987149,county,5
21505,ok,splink_jabot,brazil_sao paulo_patrocicnio paulista,brazil_sao paulo_patrocinio paulista,-20.70451095,-47.28987149,county,5
21506,ok,splink_jabot,brazil_sao paulo_patrocinio,brazil_sao paulo_patrocinio paulista,-20.70451095,-47.28987149,county,5
21507,ok,splink_jabot,brazil_sao paulo_patrocinio pta,brazil_sao paulo_patrocinio paulista,-20.70451095,-47.28987149,county,5
31609,ok,splink_jabot,brazil_sao paulo_paulo faria_estacao ecologica,brazil_sao paulo_paulo faria_eec paulo faria,-19.9573,-49.535873,localidade,5
31625,ok,splink_jabot,brazil_sao paulo_paulo faria_estacao ecologica paulo faria,brazil_sao paulo_paulo faria_eec paulo faria,-19.9573,-49.535873,localidade,5
31704,ok,splink_jabot,brazil_sao paulo_pedregulho_parque estadual furnas bom jesus,brazil_sao paulo_pedregulho_pe furnas bom jesus,-20.197222,-47.419444,localidade,5
21513,ok,splink_jabot,brazil_sao paulo_pedregulhos,brazil_sao paulo_pedregulho,-20.20696642,-47.43871918,county,5
21515,ok,splink_jabot,brazil_sao paulo_penapollis,brazil_sao paulo_penapolis,-21.40497386,-50.09588096,county,5
32029,ok,splink_jabot,brazil_sao paulo_peruibe_estacao ecologica jureia,brazil_sao paulo_peruibe_eec jureia itatins,-24.545629,-47.242058,localidade,5
31956,ok,splink_jabot,brazil_sao paulo_peruibe_estacao ecologica jureia itatins,brazil_sao paulo_peruibe_eec jureia itatins,-24.545629,-47.242058,localidade,5
21529,ok,splink_jabot,brazil_sao paulo_piarassununga,brazil_sao paulo_pirassununga,-21.99559866,-47.38999623,county,5
21532,ok,splink_jabot,brazil_sao paulo_picinguaba,brazil_sao paulo_ubatuba_pe serra mar (nucleo picinguaba),-23.356573,-44.853991,localidade,5
32230,ok,splink_jabot,brazil_sao paulo_picinguaba_parque estadual serra mar,brazil_sao paulo_ubatuba_pe serra mar (nucleo picinguaba),-23.356573,-44.853991,localidade,5
21534,ok,splink_jabot,brazil_sao paulo_pindamonhagaba,brazil_sao paulo_pindamonhangaba,-22.87953976,-45.4589989,county,5
21535,ok,splink_jabot,brazil_sao paulo_pindamonhamgaba,brazil_sao paulo_pindamonhangaba,-22.87953976,-45.4589989,county,5
21536,ok,splink_jabot,brazil_sao paulo_pindorama (p9),brazil_sao paulo_pindorama,-21.20934522,-48.91146295,county,5
21542,ok,splink_jabot,brazil_sao paulo_piquet,brazil_sao paulo_piquete,-22.59001346,-45.17361677,county,5
32266,ok,splink_jabot,brazil_sao paulo_piracicaba_esalq,brazil_sao paulo_piracicaba_esalq,-22.710642,-47.63319,localidade,5
